Archivo: ../pos/10000_8.txt, Es: Positivo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -7
Archivo: ../pos/10178_10.txt, Es: Positivo, Negative: 2, Positive: 7, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 5
Archivo: ../pos/10179_9.txt, Es: Positivo, Negative: 1, Positive: 4, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 7
Archivo: ../pos/1017_8.txt, Es: Positivo, Negative: 3, Positive: 3, Very negative: 1, Very positive: 1, Neutral: 1, Suma: 0
Archivo: ../pos/10180_7.txt, Es: Positivo, Negative: 5, Positive: 2, Very negative: 2, Very positive: 1, Neutral: 0, Suma: -5
Archivo: ../pos/10181_8.txt, Es: Positivo, Negative: 7, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../pos/10182_8.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 2, Neutral: 3, Suma: 6
Archivo: ../pos/10183_7.txt, Es: Positivo, Negative: 1, Positive: 6, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 7
Archivo: ../pos/10184_9.txt, Es: Positivo, Negative: 20, Positive: 9, Very negative: 0, Very positive: 1, Neutral: 4, Suma: -9
Archivo: ../pos/10185_10.txt, Es: Positivo, Negative: 11, Positive: 5, Very negative: 0, Very positive: 5, Neutral: 2, Suma: 4
Archivo: ../pos/10186_8.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 2
Archivo: ../pos/10187_7.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../pos/10188_8.txt, Es: Positivo, Negative: 9, Positive: 12, Very negative: 0, Very positive: 6, Neutral: 1, Suma: 15
Archivo: ../pos/10189_7.txt, Es: Positivo, Negative: 21, Positive: 9, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -12
Archivo: ../pos/1018_8.txt, Es: Positivo, Negative: 1, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 2
Archivo: ../pos/10190_7.txt, Es: Positivo, Negative: 8, Positive: 2, Very negative: 0, Very positive: 2, Neutral: 1, Suma: -2
Archivo: ../pos/10191_10.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 4
Archivo: ../pos/10192_8.txt, Es: Positivo, Negative: 5, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../pos/10193_9.txt, Es: Positivo, Negative: 12, Positive: 7, Very negative: 1, Very positive: 1, Neutral: 3, Suma: -5
Archivo: ../pos/10194_10.txt, Es: Positivo, Negative: 3, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -1
Archivo: ../pos/10195_8.txt, Es: Positivo, Negative: 3, Positive: 6, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 5
Archivo: ../pos/10196_10.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 2
Archivo: ../pos/10197_7.txt, Es: Positivo, Negative: 5, Positive: 6, Very negative: 0, Very positive: 2, Neutral: 2, Suma: 5
Archivo: ../pos/10198_8.txt, Es: Positivo, Negative: 7, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../pos/10199_7.txt, Es: Positivo, Negative: 17, Positive: 8, Very negative: 0, Very positive: 1, Neutral: 1, Suma: -7
Archivo: ../pos/1019_10.txt, Es: Positivo, Negative: 33, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -27
Archivo: ../pos/101_8.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../pos/10200_10.txt, Es: Positivo, Negative: 7, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -6
Archivo: ../pos/10201_10.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 1
Archivo: ../pos/10202_10.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 4
Archivo: ../pos/10203_10.txt, Es: Positivo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -4
Archivo: ../pos/10204_8.txt, Es: Positivo, Negative: 8, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../pos/10205_10.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 3, Neutral: 0, Suma: 5
Archivo: ../pos/10206_10.txt, Es: Positivo, Negative: 7, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../pos/10207_10.txt, Es: Positivo, Negative: 0, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 4
Archivo: ../pos/10208_7.txt, Es: Positivo, Negative: 10, Positive: 8, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -2
Archivo: ../pos/10209_7.txt, Es: Positivo, Negative: 3, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../pos/1020_10.txt, Es: Positivo, Negative: 9, Positive: 6, Very negative: 0, Very positive: 2, Neutral: 2, Suma: 1
Archivo: ../pos/10210_7.txt, Es: Positivo, Negative: 5, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../pos/10211_7.txt, Es: Positivo, Negative: 8, Positive: 10, Very negative: 1, Very positive: 0, Neutral: 3, Suma: 0
Archivo: ../pos/10212_8.txt, Es: Positivo, Negative: 0, Positive: 2, Very negative: 0, Very positive: 3, Neutral: 1, Suma: 8
Archivo: ../pos/10213_8.txt, Es: Positivo, Negative: 4, Positive: 6, Very negative: 0, Very positive: 3, Neutral: 1, Suma: 8
Archivo: ../pos/10214_10.txt, Es: Positivo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 8, Suma: -1
Archivo: ../pos/10215_10.txt, Es: Positivo, Negative: 9, Positive: 4, Very negative: 0, Very positive: 2, Neutral: 0, Suma: -1
Archivo: ../pos/10216_8.txt, Es: Positivo, Negative: 1, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../pos/10217_9.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 2
Archivo: ../pos/10218_8.txt, Es: Positivo, Negative: 18, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 9, Suma: -16
Archivo: ../pos/10219_10.txt, Es: Positivo, Negative: 9, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -11
Archivo: ../pos/1021_10.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 2
Archivo: ../pos/10220_7.txt, Es: Positivo, Negative: 13, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 9, Suma: -7
Archivo: ../pos/10221_8.txt, Es: Positivo, Negative: 3, Positive: 0, Very negative: 2, Very positive: 1, Neutral: 6, Suma: -5
Archivo: ../pos/10222_9.txt, Es: Positivo, Negative: 11, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 2, Suma: -4
Archivo: ../pos/10223_10.txt, Es: Positivo, Negative: 6, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../pos/10224_10.txt, Es: Positivo, Negative: 10, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -6
Archivo: ../pos/10225_9.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../pos/10226_10.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -1
Archivo: ../pos/10227_10.txt, Es: Positivo, Negative: 9, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -10
Archivo: ../pos/10228_8.txt, Es: Positivo, Negative: 10, Positive: 5, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../pos/10229_8.txt, Es: Positivo, Negative: 6, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -6
Archivo: ../pos/1022_10.txt, Es: Positivo, Negative: 1, Positive: 6, Very negative: 1, Very positive: 0, Neutral: 1, Suma: 3
Archivo: ../pos/10230_9.txt, Es: Positivo, Negative: 5, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -2
Archivo: ../pos/10231_10.txt, Es: Positivo, Negative: 10, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../pos/10232_10.txt, Es: Positivo, Negative: 3, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 0
Archivo: ../pos/10233_7.txt, Es: Positivo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../pos/10234_10.txt, Es: Positivo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../pos/10235_8.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 1, Very positive: 1, Neutral: 3, Suma: 0
Archivo: ../pos/10236_8.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../pos/10237_10.txt, Es: Positivo, Negative: 12, Positive: 0, Very negative: 1, Very positive: 1, Neutral: 1, Suma: -12
Archivo: ../pos/10238_10.txt, Es: Positivo, Negative: 3, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 0
Archivo: ../pos/10239_10.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 4
Archivo: ../pos/1023_10.txt, Es: Positivo, Negative: 10, Positive: 5, Very negative: 0, Very positive: 2, Neutral: 2, Suma: -1
Archivo: ../pos/10240_8.txt, Es: Positivo, Negative: 4, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 3, Suma: 2
Archivo: ../pos/10241_8.txt, Es: Positivo, Negative: 6, Positive: 6, Very negative: 1, Very positive: 3, Neutral: 3, Suma: 4
Archivo: ../pos/10242_8.txt, Es: Positivo, Negative: 6, Positive: 3, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../pos/10243_10.txt, Es: Positivo, Negative: 0, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 1
Archivo: ../pos/10244_7.txt, Es: Positivo, Negative: 4, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 1
Archivo: ../pos/10245_10.txt, Es: Positivo, Negative: 1, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 3
Archivo: ../pos/10246_10.txt, Es: Positivo, Negative: 11, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -11
Archivo: ../pos/10247_10.txt, Es: Positivo, Negative: 11, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -9
Archivo: ../pos/10248_7.txt, Es: Positivo, Negative: 9, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -8
Archivo: ../pos/10249_7.txt, Es: Positivo, Negative: 12, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -12
Archivo: ../pos/1024_9.txt, Es: Positivo, Negative: 32, Positive: 14, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -20
Archivo: ../pos/10250_10.txt, Es: Positivo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../pos/10251_10.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../pos/10252_9.txt, Es: Positivo, Negative: 10, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -9
Archivo: ../pos/10253_10.txt, Es: Positivo, Negative: 4, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -2
Archivo: ../pos/10254_8.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 2
Archivo: ../pos/10255_9.txt, Es: Positivo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 1, Neutral: 2, Suma: -3
Archivo: ../pos/10256_8.txt, Es: Positivo, Negative: 7, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -7
Archivo: ../pos/10257_8.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 0
Archivo: ../pos/10258_10.txt, Es: Positivo, Negative: 18, Positive: 7, Very negative: 0, Very positive: 0, Neutral: 13, Suma: -11
Archivo: ../pos/10259_8.txt, Es: Positivo, Negative: 11, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -9
Archivo: ../pos/1025_8.txt, Es: Positivo, Negative: 8, Positive: 9, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 3
Archivo: ../pos/10260_10.txt, Es: Positivo, Negative: 0, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -2
Archivo: ../pos/10261_8.txt, Es: Positivo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../pos/10262_10.txt, Es: Positivo, Negative: 1, Positive: 0, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 1
Archivo: ../pos/10263_10.txt, Es: Positivo, Negative: 3, Positive: 8, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 9
Archivo: ../pos/10264_10.txt, Es: Positivo, Negative: 1, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 2
Archivo: ../pos/10265_9.txt, Es: Positivo, Negative: 0, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 4
Archivo: ../pos/10266_9.txt, Es: Positivo, Negative: 3, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 2
Archivo: ../pos/10267_8.txt, Es: Positivo, Negative: 1, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 5
Archivo: ../pos/10268_9.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 1, Very positive: 1, Neutral: 0, Suma: 2
Archivo: ../pos/10269_7.txt, Es: Positivo, Negative: 2, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 1
Archivo: ../pos/1026_9.txt, Es: Positivo, Negative: 22, Positive: 9, Very negative: 0, Very positive: 1, Neutral: 8, Suma: -11
Archivo: ../pos/10270_9.txt, Es: Positivo, Negative: 2, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../pos/10271_10.txt, Es: Positivo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 1
Archivo: ../pos/10272_10.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 5, Suma: 1
Archivo: ../pos/10273_8.txt, Es: Positivo, Negative: 4, Positive: 7, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 7
Archivo: ../pos/10274_8.txt, Es: Positivo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 2, Neutral: 3, Suma: 1
Archivo: ../pos/10275_10.txt, Es: Positivo, Negative: 3, Positive: 6, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 5
Archivo: ../pos/10276_10.txt, Es: Positivo, Negative: 3, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../pos/10277_9.txt, Es: Positivo, Negative: 6, Positive: 0, Very negative: 0, Very positive: 3, Neutral: 2, Suma: 0
Archivo: ../pos/10278_7.txt, Es: Positivo, Negative: 8, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../pos/10279_8.txt, Es: Positivo, Negative: 3, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 2
Archivo: ../pos/1027_8.txt, Es: Positivo, Negative: 8, Positive: 3, Very negative: 0, Very positive: 3, Neutral: 2, Suma: 1
Archivo: ../pos/10280_10.txt, Es: Positivo, Negative: 5, Positive: 11, Very negative: 0, Very positive: 2, Neutral: 3, Suma: 10
Archivo: ../pos/10281_7.txt, Es: Positivo, Negative: 22, Positive: 6, Very negative: 0, Very positive: 1, Neutral: 13, Suma: -14
Archivo: ../pos/10282_8.txt, Es: Positivo, Negative: 6, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 0
Archivo: ../pos/10283_10.txt, Es: Positivo, Negative: 6, Positive: 7, Very negative: 1, Very positive: 2, Neutral: 2, Suma: 3
Archivo: ../pos/10284_9.txt, Es: Positivo, Negative: 6, Positive: 9, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 7
Archivo: ../pos/10285_10.txt, Es: Positivo, Negative: 9, Positive: 11, Very negative: 0, Very positive: 3, Neutral: 1, Suma: 8
Archivo: ../pos/10286_9.txt, Es: Positivo, Negative: 4, Positive: 6, Very negative: 0, Very positive: 1, Neutral: 5, Suma: 4
Archivo: ../pos/10287_8.txt, Es: Positivo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../pos/10288_10.txt, Es: Positivo, Negative: 1, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 4
Archivo: ../pos/10289_10.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 2
Archivo: ../pos/1028_10.txt, Es: Positivo, Negative: 1, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../pos/10290_8.txt, Es: Positivo, Negative: 5, Positive: 5, Very negative: 0, Very positive: 4, Neutral: 1, Suma: 8
Archivo: ../pos/10291_7.txt, Es: Positivo, Negative: 8, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../pos/10292_7.txt, Es: Positivo, Negative: 3, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 1
Archivo: ../pos/10293_8.txt, Es: Positivo, Negative: 8, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -5
Archivo: ../pos/10294_8.txt, Es: Positivo, Negative: 0, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 6
Archivo: ../pos/10295_7.txt, Es: Positivo, Negative: 2, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 1
Archivo: ../pos/10296_8.txt, Es: Positivo, Negative: 0, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 4
Archivo: ../pos/10297_8.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 4
Archivo: ../pos/10298_9.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 0
Archivo: ../pos/10299_9.txt, Es: Positivo, Negative: 2, Positive: 8, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 8
Archivo: ../pos/1029_9.txt, Es: Positivo, Negative: 3, Positive: 1, Very negative: 1, Very positive: 1, Neutral: 0, Suma: -2
Archivo: ../pos/102_10.txt, Es: Positivo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 1
Archivo: ../pos/10300_10.txt, Es: Positivo, Negative: 0, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 6
Archivo: ../pos/10301_8.txt, Es: Positivo, Negative: 1, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 2
Archivo: ../pos/10302_9.txt, Es: Positivo, Negative: 3, Positive: 8, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 7
Archivo: ../pos/10303_7.txt, Es: Positivo, Negative: 4, Positive: 2, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 2
Archivo: ../pos/10304_7.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 2
Archivo: ../pos/10305_8.txt, Es: Positivo, Negative: 3, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -1
Archivo: ../pos/10306_8.txt, Es: Positivo, Negative: 5, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -1
Archivo: ../pos/10307_8.txt, Es: Positivo, Negative: 12, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -6
Archivo: ../pos/10308_8.txt, Es: Positivo, Negative: 7, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../pos/10309_7.txt, Es: Positivo, Negative: 9, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -8
Archivo: ../pos/1030_10.txt, Es: Positivo, Negative: 9, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../pos/10310_9.txt, Es: Positivo, Negative: 16, Positive: 8, Very negative: 1, Very positive: 2, Neutral: 5, Suma: -6
Archivo: ../pos/10311_9.txt, Es: Positivo, Negative: 16, Positive: 13, Very negative: 0, Very positive: 5, Neutral: 4, Suma: 7
Archivo: ../pos/10312_10.txt, Es: Positivo, Negative: 0, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 3
Archivo: ../pos/10313_7.txt, Es: Positivo, Negative: 8, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -5
Archivo: ../pos/10314_8.txt, Es: Positivo, Negative: 6, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../pos/10315_8.txt, Es: Positivo, Negative: 8, Positive: 5, Very negative: 1, Very positive: 1, Neutral: 3, Suma: -3
Archivo: ../pos/10316_8.txt, Es: Positivo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 1
Archivo: ../pos/10317_7.txt, Es: Positivo, Negative: 7, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -6
Archivo: ../pos/10318_7.txt, Es: Positivo, Negative: 30, Positive: 9, Very negative: 1, Very positive: 1, Neutral: 5, Suma: -21
Archivo: ../pos/10319_7.txt, Es: Positivo, Negative: 8, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 7, Suma: -2
Archivo: ../pos/1031_10.txt, Es: Positivo, Negative: 13, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 6, Suma: -10
Archivo: ../pos/10320_7.txt, Es: Positivo, Negative: 6, Positive: 7, Very negative: 0, Very positive: 1, Neutral: 3, Suma: 3
Archivo: ../pos/10321_10.txt, Es: Positivo, Negative: 3, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -1
Archivo: ../pos/10322_7.txt, Es: Positivo, Negative: 10, Positive: 3, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -9
